E,I,I2
0.72296,0.25818,3.46375
0.72235,0.25757,3.45673
0.72296,0.25848,3.46039
0.72388,0.25848,3.45795
0.72418,0.25879,3.46252
0.7251,0.25879,3.4552
0.72571,0.25757,3.45306
0.72632,0.25818,3.44757
0.72662,0.25757,3.44696
0.72662,0.25818,3.44238
0.72815,0.25848,3.43872
0.72723,0.25787,3.43781
0.72845,0.25726,3.43445
0.72845,0.25848,3.43811
0.72906,0.25787,3.43536
0.73029,0.25879,3.43384
0.73059,0.25726,3.4314
0.73029,0.25818,3.42987
0.73151,0.25787,3.42865
0.73151,0.25726,3.43384
0.73212,0.25696,3.43689
0.73273,0.25757,3.43231
0.73273,0.25635,3.42804
0.73334,0.25726,3.43353
0.73395,0.25757,3.43994
0.73486,0.25696,3.43567
0.73547,0.25665,3.43475
0.73517,0.25696,3.43842
0.73669,0.25635,3.43933
0.73669,0.25696,3.44208
0.73761,0.25665,3.44421
0.7373,0.25665,3.45184
0.73822,0.25665,3.44391
0.73792,0.25726,3.44116
0.73975,0.25635,3.43384
0.73944,0.25696,3.43964
0.74036,0.25543,3.43842
0.74066,0.25635,3.4314
0.74097,0.25604,3.43018
0.74188,0.25696,3.42773
0.74219,0.25574,3.41583
0.74249,0.25696,3.41583
0.7428,0.25665,3.41827
0.74371,0.25696,3.42255
0.74402,0.25513,3.41125
0.74463,0.25574,3.41187
0.74524,0.25482,3.41736
0.74585,0.25665,3.4198
0.74615,0.25482,3.41919
0.74615,0.25574,3.4259
0.74707,0.25543,3.42346
0.74768,0.25543,3.41949
0.74799,0.25574,3.42285
0.74829,0.25696,3.42987
0.7489,0.25421,3.42651
0.74951,0.25604,3.42163
0.75012,0.25604,3.41187
0.75012,0.25543,3.41156
0.75104,0.25543,3.40759
0.75134,0.25513,3.41339
0.75195,0.25482,3.42346
0.75287,0.25574,3.42072
0.75287,0.25574,3.41675
0.75348,0.25513,3.40912
0.75378,0.25543,3.41614
0.75439,0.25452,3.41766
0.7547,0.25513,3.41614
0.75562,0.25543,3.41736
0.75562,0.25452,3.41919
0.75623,0.25452,3.41553
0.75714,0.25543,3.41766
0.75714,0.2533,3.42743
0.75775,0.25482,3.42804
0.75806,0.25452,3.43048
0.75928,0.25482,3.42621
0.75897,0.25421,3.43048
0.75989,0.25421,3.42438
0.75989,0.25421,3.42621
0.7608,0.25421,3.42255
0.76111,0.2536,3.42346
0.76172,0.25421,3.42377
0.76141,0.2533,3.42072
0.76294,0.25482,3.42316
0.76294,0.25513,3.41919
0.76385,0.25452,3.41431
0.76477,0.2536,3.40912
0.76538,0.25421,3.41187
0.76538,0.25421,3.4021
0.76599,0.25421,3.40485
0.7663,0.25269,3.39996
0.7666,0.2536,3.40332
0.76752,0.25391,3.39661
0.76721,0.25391,3.39783
0.76843,0.25299,3.39233
0.76813,0.25299,3.3963
0.76874,0.25238,3.39905
0.77026,0.25391,3.40149
0.77026,0.2533,3.39966
0.77087,0.25299,3.39691
0.77148,0.25269,3.39722
0.77087,0.2533,3.40424
0.77179,0.2533,3.40485
0.7724,0.2536,3.40057
0.77332,0.25238,3.4024
0.77362,0.2536,3.40088
0.77423,0.25238,3.40271
0.77423,0.25299,3.4021
0.77515,0.25299,3.39233
0.77606,0.25299,3.40027
0.77576,0.25208,3.40149
0.77698,0.25269,3.40179
0.77728,0.25238,3.3963
0.77728,0.25269,3.39996
0.77881,0.25146,3.39935
0.77881,0.25299,3.40179
0.77881,0.25208,3.39325
0.77942,0.25238,3.39661
0.78003,0.25238,3.39508
0.78033,0.25177,3.39386
0.78064,0.25238,3.39111
0.78156,0.25238,3.39722
0.78217,0.25238,3.39325
0.78217,0.25238,3.39264
0.78278,0.25238,3.39691
0.78278,0.25238,3.39142
0.784,0.25238,3.38379
0.78491,0.25208,3.37799
0.78491,0.25116,3.37982
0.78522,0.25177,3.38013
0.78583,0.25269,3.3783
0.78644,0.25146,3.38165
0.78766,0.25177,3.38501
0.78857,0.25177,3.38409
0.78796,0.25238,3.37708
0.78796,0.25177,3.37891
0.78827,0.25208,3.38623
0.78888,0.25146,3.38715
0.79193,0.25085,3.38684
0.79224,0.25085,3.3905
0.79376,0.25085,3.39233
0.79346,0.25116,3.39539
0.79407,0.25146,3.3905
0.79437,0.25055,3.38287
0.79498,0.25085,3.38745
0.79498,0.25085,3.38562
0.79559,0.25146,3.38074
0.79651,0.25055,3.38226
0.7959,0.25116,3.37585
0.79742,0.24963,3.36945
0.79803,0.25116,3.36884
0.79773,0.25024,3.37341
0.79895,0.25024,3.36609
0.79865,0.25055,3.36426
0.79987,0.24994,3.35541
0.80048,0.24994,3.35907
0.80017,0.25055,3.36395
0.8017,0.24994,3.35754
0.80139,0.25116,3.36639
0.802,0.24963,3.36487
0.80292,0.24963,3.37158
0.80322,0.24994,3.36365
0.80322,0.25024,3.37097
0.80383,0.25024,3.36639
0.80475,0.24872,3.37128
0.80505,0.24841,3.3728
0.80536,0.24994,3.37982
0.80597,0.24902,3.37708
0.80719,0.24933,3.38013
0.8075,0.24963,3.3728
0.8078,0.24872,3.37555
0.80841,0.24872,3.37311
0.80902,0.24994,3.37585
0.80902,0.24933,3.37677
0.80933,0.24872,3.37128
0.81024,0.24872,3.36182
0.80963,0.24872,3.36395
0.80994,0.24811,3.36884
0.81146,0.24963,3.36365
0.81238,0.24902,3.36395
0.81329,0.24841,3.36639
0.81329,0.24872,3.36395
0.8139,0.24841,3.36182
0.81421,0.24872,3.3609
0.81421,0.24811,3.36487
0.81482,0.24872,3.35907
0.81543,0.24811,3.36334
0.81604,0.24872,3.35999
0.81665,0.24719,3.36029
0.81696,0.2478,3.35785
0.81696,0.24719,3.35754
0.81787,0.2478,3.3548
0.81848,0.24811,3.3606
0.81909,0.2478,3.3548
0.8194,0.24719,3.35083
0.82001,0.24811,3.34991
0.8194,0.24658,3.35205
0.82092,0.24811,3.35114
0.82153,0.24719,3.34808
0.82123,0.24719,3.35602
0.82184,0.24689,3.35541
0.82245,0.24689,3.35388
0.82367,0.24689,3.3548
0.82397,0.24689,3.35358
0.82428,0.24628,3.3374
0.82458,0.2475,3.33435
0.82489,0.24658,3.33344
0.82581,0.24719,3.33832
0.82581,0.24628,3.34167
0.82642,0.24628,3.34015
0.82703,0.24597,3.34473
0.82794,0.24719,3.33771
0.82794,0.24597,3.3313
0.82886,0.24628,3.33221
0.82855,0.24567,3.34076
0.83008,0.2475,3.33771
0.82977,0.24689,3.33862
0.83069,0.24689,3.33069
0.83099,0.24628,3.33038
0.83191,0.24597,3.32581
0.83191,0.24536,3.32245
0.83282,0.24567,3.32153
0.83313,0.24536,3.31848
0.83374,0.24567,3.30933
0.83466,0.24536,3.31116
0.83435,0.24475,3.31879
0.83496,0.24475,3.32153
0.83527,0.24475,3.32245
0.83588,0.24414,3.32397
0.83649,0.24506,3.32275
0.8374,0.24475,3.32794
0.83771,0.24475,3.32947
0.8371,0.24414,3.33832
0.83832,0.24384,3.33618
0.83893,0.24384,3.33191
0.83923,0.24475,3.33557
0.83984,0.24414,3.33435
0.83984,0.24414,3.33099
0.84106,0.24414,3.33221
0.84167,0.24384,3.32397
0.84198,0.24445,3.30688
0.84259,0.24414,3.30658
0.84229,0.24506,3.30444
0.84412,0.24353,3.31482
0.84412,0.24414,3.31512
0.84412,0.24384,3.31055
0.84564,0.24353,3.30933
0.84595,0.24292,3.31116
0.84595,0.24414,3.30383
0.84625,0.24323,3.30963
0.84747,0.24414,3.31207
0.84747,0.24292,3.30994
0.84778,0.24353,3.30933
0.84808,0.24292,3.30719
0.849,0.24292,3.30017
0.8493,0.24261,3.29681
0.84991,0.24323,3.29834
0.84991,0.24231,3.30292
0.84991,0.24231,3.30505
0.85175,0.242,3.3075
0.85236,0.242,3.3078
0.85266,0.2417,3.31177
0.85297,0.24261,3.31177
0.85327,0.24017,3.30933
0.85327,0.24261,3.30902
0.85388,0.242,3.31207
0.85419,0.24231,3.30688
0.85541,0.24139,3.30444
0.85571,0.2417,3.30597
0.85602,0.24139,3.30658
0.85724,0.24139,3.30231
0.85785,0.24139,3.30109
0.85754,0.24109,3.30841
0.85846,0.24109,3.30505
0.85907,0.2417,3.30322
0.85968,0.24139,3.29163
0.85907,0.24139,3.29865
0.8606,0.242,3.29834
0.86151,0.24048,3.29193
0.86151,0.24109,3.29285
0.86212,0.24139,3.29041
0.86212,0.24017,3.28278
0.86243,0.24139,3.28094
0.86243,0.24048,3.284
0.86395,0.24109,3.27606
0.86456,0.24078,3.27545
0.86426,0.24048,3.28064
0.86456,0.24048,3.28705
0.86517,0.23987,3.27454
0.86578,0.23926,3.26782
0.867,0.24048,3.26569
0.867,0.24048,3.2724
0.86761,0.24048,3.26263
0.86792,0.23926,3.25806
0.86853,0.23926,3.26141
0.86914,0.23987,3.26141
0.86975,0.23987,3.26172
0.87036,0.23956,3.26447
0.87097,0.23956,3.2666
0.87097,0.23987,3.26843
0.87128,0.23865,3.26752
0.87189,0.23926,3.26569
0.8728,0.23865,3.2666
0.8728,0.23926,3.26813
0.87341,0.23895,3.25653
0.87311,0.23865,3.24982
0.87433,0.23804,3.25928
0.87555,0.23895,3.25623
0.87524,0.23804,3.24982
0.87555,0.23987,3.25134
0.87646,0.23834,3.25714
0.87677,0.23895,3.2608
0.87738,0.23865,3.2605
0.87799,0.23834,3.25623
0.8783,0.23865,3.25195
0.8786,0.23926,3.25226
0.87952,0.23773,3.24738
0.87952,0.23743,3.24341
0.88013,0.23865,3.25134
0.88043,0.23804,3.24768
0.88165,0.23773,3.24738
0.88226,0.23834,3.24951
0.88226,0.23743,3.2373
0.88257,0.23834,3.23029
0.88348,0.23712,3.22693
0.88379,0.23804,3.22632
0.88379,0.23743,3.22449
0.8847,0.23804,3.22815
0.88531,0.23682,3.22998
0.88562,0.23743,3.22723
0.88623,0.23682,3.22662
0.88715,0.23743,3.2309
0.88745,0.23682,3.23029
0.88745,0.23712,3.23486
0.88989,0.23651,3.22327
0.8902,0.23621,3.21167
0.89081,0.23621,3.21198
0.89142,0.23651,3.22327
0.89233,0.2356,3.21655
0.89264,0.23621,3.22113
0.89264,0.2359,3.21777
0.89325,0.23621,3.2254
0.89447,0.23529,3.22144
0.89478,0.2359,3.2135
0.896,0.2356,3.21899
0.89661,0.2356,3.22235
0.8963,0.2356,3.21716
0.89752,0.23529,3.22021
0.89722,0.23529,3.22418
0.89844,0.2359,3.22021
0.89874,0.23621,3.21075
0.89844,0.23499,3.21136
0.89874,0.23499,3.21472
0.90027,0.2356,3.21716
0.90057,0.2356,3.21472
0.90027,0.23376,3.21472
0.89935,0.23407,3.21075
0.89935,0.23315,3.21381
0.89905,0.23193,3.21442
0.89813,0.23254,3.2077
0.89722,0.23346,3.21136
0.89691,0.23193,3.21136
0.896,0.23102,3.21014
0.896,0.23132,3.21075
0.89569,0.23163,3.21289
0.89447,0.23132,3.21106
0.89386,0.23071,3.20526
0.89386,0.23071,3.20557
0.89355,0.23102,3.21411
0.89294,0.23041,3.21075
0.89203,0.23132,3.20282
0.89203,0.22919,3.20343
0.89111,0.2301,3.21045
0.89111,0.22949,3.20648
0.89111,0.2301,3.20343
0.8902,0.2301,3.19824
0.88989,0.22949,3.18817
0.88867,0.22858,3.18939
0.88867,0.2301,3.19
0.88776,0.22919,3.19
0.88745,0.22888,3.19092
0.88745,0.22858,3.18848
0.88715,0.22888,3.18939
0.88623,0.22888,3.19031
0.88562,0.22919,3.19244
0.8844,0.22766,3.19031
0.8844,0.22797,3.18695
0.88348,0.22766,3.18695
0.8844,0.22827,3.18756
0.88318,0.22827,3.1839
0.88287,0.22827,3.17749
0.88165,0.22736,3.17261
0.88196,0.22827,3.17688
0.88074,0.22797,3.17596
0.88074,0.22766,3.17719
0.88043,0.22736,3.17657
0.87982,0.22736,3.17749
0.8783,0.22736,3.17871
0.8786,0.22705,3.1781
0.87769,0.22644,3.17413
0.87738,0.22736,3.16956
0.87738,0.22705,3.16986
0.87646,0.22644,3.16956
0.87616,0.22705,3.16925
0.87585,0.22614,3.17047
0.87463,0.22675,3.16895
0.87463,0.22705,3.16895
0.87402,0.22736,3.16803
0.87372,0.22675,3.16559
0.87341,0.22583,3.16193
0.8728,0.22552,3.15491
0.87189,0.22644,3.15308
0.87128,0.22522,3.15277
0.87097,0.22675,3.1546
0.87006,0.22491,3.15369
0.87006,0.22614,3.15857
0.86914,0.22522,3.15643
0.86914,0.22705,3.15094
0.86792,0.22552,3.14606
0.86823,0.22583,3.14758
0.867,0.2243,3.1485
0.86731,0.22552,3.1488
0.867,0.22552,3.14819
0.86548,0.22705,3.14667
0.86578,0.22491,3.14392
0.86487,0.22552,3.14209
0.86426,0.2243,3.13751
0.86334,0.22552,3.1366
0.86395,0.22491,3.12836
0.86334,0.22552,3.12531
0.86304,0.22461,3.12592
0.86182,0.22491,3.13019
0.86151,0.22461,3.13019
0.86182,0.22583,3.12195
0.8606,0.224,3.1134
0.85968,0.2243,3.11798
0.85968,0.22339,3.11707
0.85907,0.22583,3.11829
0.85907,0.22369,3.11371
0.85693,0.22461,3.1189
0.85693,0.22461,3.11737
0.85632,0.22461,3.11279
0.85632,0.22461,3.10791
0.85632,0.224,3.11005
0.8551,0.22369,3.10303
0.85541,0.22308,3.10699
0.85541,0.22339,3.10425
0.85419,0.22369,3.10455
0.85297,0.22461,3.09479
0.85205,0.2243,3.09753
0.85205,0.2243,3.09784
0.85175,0.22369,3.10516
0.85144,0.22369,3.1076
0.85083,0.22308,3.10455
0.85052,0.22369,3.09357
0.84961,0.22369,3.08563
0.8493,0.22308,3.08502
0.84839,0.224,3.08868
0.84839,0.224,3.09448
0.84778,0.22369,3.10059
0.84747,0.22278,3.10211
0.84717,0.22217,3.10181
0.84625,0.22308,3.09906
0.84595,0.22308,3.10394
0.84595,0.22308,3.09418
0.84442,0.22278,3.08594
0.84442,0.22278,3.08807
0.84412,0.22247,3.0957
0.8429,0.22369,3.09357
0.84229,0.22308,3.09357
0.84259,0.22308,3.09113
0.84137,0.22278,3.09509
0.84137,0.22308,3.09662
0.84137,0.22217,3.10028
0.84045,0.22186,3.10181
0.84015,0.22217,3.10242
0.83923,0.22278,3.10272
0.83801,0.22339,3.09601
0.83832,0.22278,3.09631
0.83771,0.22156,3.09357
0.83771,0.22278,3.0899
0.83649,0.22308,3.09021
0.83679,0.22217,3.08868
0.83588,0.22217,3.09235
0.83496,0.22308,3.09418
0.83435,0.22247,3.08807
0.83435,0.22278,3.08655
0.83435,0.22186,3.08472
0.83282,0.22217,3.07495
0.83282,0.22095,3.07678
0.83252,0.22217,3.08075
0.83221,0.22156,3.08472
0.8313,0.22217,3.08502
0.83069,0.22247,3.0896
0.83008,0.22278,3.09296
0.83038,0.22217,3.09479
0.82886,0.22217,3.08868
0.82886,0.22217,3.0899
0.82916,0.22156,3.09082
0.82794,0.22156,3.09174
0.82703,0.22186,3.09296
0.82642,0.22156,3.09326
0.82581,0.22247,3.09235
0.82642,0.22217,3.09326
0.8255,0.22125,3.09387
0.82458,0.22125,3.09296
0.82428,0.22186,3.09326
0.82367,0.22095,3.08777
0.82367,0.22125,3.08472
0.82214,0.22156,3.08441
0.82245,0.22186,3.08441
0.82184,0.22278,3.08105
0.82184,0.22217,3.08533
0.82031,0.22125,3.07922
0.82031,0.22186,3.07312
0.8197,0.22156,3.06885
0.81879,0.22186,3.06915
0.81879,0.22125,3.06976
0.81848,0.22064,3.07434
0.81726,0.22125,3.07373
0.81726,0.22125,3.07312
0.81726,0.22217,3.07312
0.81635,0.22064,3.07526
0.81604,0.22217,3.07861
0.81604,0.22125,3.08105
0.81451,0.22186,3.08228
0.81451,0.22095,3.08228
0.8139,0.22125,3.08197
0.81329,0.22125,3.0835
0.81116,0.22095,3.07098
0.80933,0.22156,3.07343
0.80902,0.22125,3.0722
0.80902,0.22217,3.07251
0.80841,0.22125,3.07098
0.80811,0.22125,3.07251
0.80719,0.22125,3.07556
0.80658,0.22217,3.07587
0.80627,0.22125,3.078
0.80566,0.22156,3.08472
0.80505,0.22064,3.07922
0.80505,0.22125,3.07312
0.80414,0.22156,3.06885
0.80353,0.22064,3.06885
0.80322,0.22064,3.06976
0.80292,0.22156,3.07434
0.80231,0.22034,3.07343
0.80139,0.22156,3.07007
0.8017,0.22125,3.0719
0.80109,0.22156,3.07007
0.80078,0.22156,3.07129
0.79956,0.22125,3.07739
0.79895,0.22247,3.07648
0.79865,0.22095,3.07068
0.79834,0.22125,3.06671
0.79803,0.22034,3.06976
0.79712,0.22125,3.07526
0.79712,0.22186,3.07617
0.79681,0.22034,3.07892
0.7959,0.22156,3.08044
0.79468,0.22125,3.07953
0.79498,0.22095,3.07831
0.79437,0.22034,3.07892
0.79407,0.22125,3.07709
0.79346,0.22125,3.07404
0.79315,0.22156,3.06946
0.79254,0.22064,3.06732
0.79224,0.22095,3.06305
0.79071,0.22064,3.05664
0.79102,0.22125,3.05481
0.79041,0.22125,3.04901
0.78949,0.22064,3.05481
0.78918,0.22125,3.05298
0.78857,0.22003,3.05511
0.78857,0.22064,3.05939
0.78735,0.22125,3.05908
0.78796,0.22125,3.05725
0.78735,0.22064,3.06427
0.78644,0.22095,3.06458
0.78491,0.22003,3.0661
0.78552,0.22095,3.06732
0.78461,0.22095,3.07159
0.78369,0.22064,3.06824
0.784,0.22064,3.06793
0.78339,0.22125,3.07068
0.78247,0.22064,3.07068
0.78247,0.22095,3.06946
0.78186,0.22034,3.06976
0.78156,0.22156,3.0661
0.78125,0.22064,3.06854
0.78003,0.22156,3.07098
0.78003,0.22064,3.06519
0.77881,0.22156,3.06946
0.77911,0.21942,3.06732
0.7785,0.22095,3.06213
0.7782,0.22064,3.06152
0.77789,0.22125,3.06549
0.77637,0.22125,3.06915
0.77667,0.22125,3.06976
0.77484,0.22064,3.07312
0.77515,0.22247,3.0719
0.77484,0.22003,3.0719
0.77423,0.22125,3.07098
0.77423,0.22064,3.07098
0.7724,0.22156,3.07159
0.77271,0.22095,3.07007
0.77179,0.22095,3.06824
0.77179,0.22064,3.06915
0.77148,0.22156,3.06976
0.77057,0.22034,3.0658
0.77087,0.22095,3.06732
0.76965,0.22095,3.06427
0.76874,0.22125,3.06152
0.76874,0.22095,3.06152
0.76843,0.22125,3.0661
0.76782,0.22064,3.07037
0.76691,0.22186,3.07526
0.7666,0.21973,3.0777
0.7666,0.22156,3.07831
0.7663,0.22125,3.07495
0.76508,0.22095,3.07556
0.76447,0.22125,3.07648
0.76447,0.22095,3.07861
0.76385,0.22247,3.08014
0.76294,0.22125,3.07526
0.76263,0.22156,3.07617
0.76263,0.22125,3.07098
0.76202,0.22125,3.06549
0.7605,0.22095,3.06671
0.76111,0.22095,3.06152
0.75989,0.22125,3.06549
0.75958,0.22308,3.06488
0.75897,0.22095,3.06396
0.75867,0.22156,3.06641
0.75836,0.22034,3.07129
0.75775,0.22217,3.07343
0.75684,0.22095,3.07739
0.75714,0.22095,3.07953
0.75592,0.22095,3.08441
0.75623,0.22186,3.08594
0.75531,0.22095,3.08563
0.7547,0.22186,3.0838
0.75348,0.22156,3.0899
0.75317,0.22156,3.08716
0.75317,0.22186,3.08624
0.75226,0.22217,3.08289
0.75256,0.22095,3.09082
0.75165,0.22125,3.08655
0.75134,0.22156,3.08228
0.75104,0.22186,3.07922
0.74982,0.22156,3.08411
0.7489,0.22278,3.08167
0.74921,0.22125,3.0835
0.7486,0.22247,3.07983
0.74799,0.22064,3.08807
0.74738,0.22186,3.08746
0.74707,0.22186,3.07861
0.74646,0.22247,3.08197
0.74615,0.22217,3.08929
0.74554,0.22156,3.09082
0.74463,0.22095,3.09052
0.74432,0.22217,3.08838
0.74463,0.22156,3.08807
0.74371,0.22186,3.0838
0.7428,0.22247,3.0777
0.7428,0.22217,3.07495
0.74219,0.22095,3.08258
0.74219,0.22186,3.08655
0.74127,0.22186,3.08624
0.74097,0.22217,3.08472
0.74036,0.22186,3.09204
0.74005,0.22247,3.09113
0.73914,0.22278,3.08502
0.73792,0.22186,3.08777
0.73822,0.22217,3.0957
0.73761,0.22217,3.09082
0.7373,0.22217,3.08899
0.737,0.22217,3.09387
0.73639,0.22278,3.09998
0.73486,0.22247,3.10181
0.73517,0.22247,3.08929
0.73456,0.22247,3.08807
0.73456,0.22278,3.08563
0.73486,0.22247,3.08411
0.73334,0.22278,3.08228
0.73242,0.22247,3.08228
0.73212,0.22278,3.09143
0.73151,0.22186,3.09418
0.73151,0.22278,3.09692
0.7309,0.22308,3.09692
0.72998,0.22339,3.09967
0.73029,0.22247,3.10272
0.72968,0.22217,3.10089
0.72845,0.22278,3.10455
0.72815,0.22278,3.11279
0.72845,0.22278,3.11218
0.72632,0.22278,3.11005
0.72662,0.22339,3.11157
0.72601,0.22308,3.11249
0.72571,0.22369,3.11127
0.72479,0.22278,3.11157
0.72449,0.22247,3.11371
0.72388,0.22369,3.10547
0.72327,0.22308,3.10791
0.72327,0.22339,3.10425
0.72266,0.22278,3.10211
0.72174,0.22369,3.09387
0.72144,0.22339,3.08716
0.72083,0.22278,3.08594
0.72083,0.22247,3.09723
0.7193,0.22369,3.1012
0.7196,0.22369,3.10455
0.71869,0.22369,3.10547
0.71899,0.22278,3.1134
0.71869,0.2243,3.11279
0.71808,0.22308,3.11584
0.71716,0.22461,3.11707
0.71686,0.22308,3.11951
0.71594,0.22369,3.11707
0.71442,0.224,3.1192
0.71503,0.2243,3.11371
0.71503,0.224,3.11798
0.71381,0.2243,3.11432
0.71381,0.22308,3.11493
0.71289,0.2243,3.12103
0.7132,0.2243,3.12561
0.71045,0.22491,3.12897
0.70923,0.22491,3.13232
0.70953,0.22461,3.13843
0.70831,0.22278,3.13538
0.70892,0.2243,3.12927
0.7077,0.22491,3.12866
0.7077,0.22491,3.12927
0.70618,0.2243,3.125
0.70648,0.22491,3.12592
0.70557,0.22369,3.12592
0.70526,0.22491,3.12958
0.70526,0.22552,3.12622
0.70435,0.2243,3.12775
0.70343,0.22522,3.12866
0.70221,0.22461,3.13232
0.70251,0.22461,3.13599
0.7019,0.22461,3.13965
0.7016,0.22552,3.14423
0.70068,0.22461,3.14117
0.70068,0.22552,3.14209
0.69977,0.22522,3.14178
0.69916,0.22583,3.14941
0.69885,0.22583,3.14819
0.69763,0.22614,3.15063
0.69794,0.22491,3.1543
0.69794,0.22522,3.15765
0.69702,0.22614,3.15826
0.69641,0.22614,3.15826
0.6958,0.22583,3.16223
0.6955,0.22614,3.16315
0.69489,0.22583,3.16071
0.69366,0.22675,3.15674
0.69366,0.22552,3.16132
0.69366,0.22644,3.16345
0.69305,0.22644,3.15063
0.69275,0.22614,3.15155
0.69214,0.22552,3.14392
0.69092,0.22705,3.1427
0.69092,0.22583,3.14545
0.69031,0.22705,3.15247
0.69031,0.22644,3.15704
0.68909,0.22827,3.16315
0.68878,0.22675,3.16437
0.68848,0.22766,3.17169
0.68817,0.22797,3.16803
0.68756,0.22827,3.16132
0.68665,0.22705,3.16437
0.68634,0.22736,3.17932
0.68634,0.22736,3.17383
0.68481,0.22766,3.17474
0.68512,0.22705,3.17841
0.68329,0.22766,3.17932
0.6839,0.22888,3.17749
0.68329,0.22827,3.16925
0.68298,0.22797,3.17169
0.68268,0.22797,3.17474
0.68237,0.22766,3.17841
0.68176,0.22797,3.17657
0.68085,0.22797,3.18695
0.68085,0.22827,3.18909
0.67993,0.22858,3.19153
0.67932,0.22888,3.19153
0.67932,0.22888,3.19183
0.67841,0.22888,3.19275
0.6778,0.22949,3.19427
0.6781,0.22919,3.19794
0.67688,0.22858,3.19763
0.67657,0.22949,3.19122
0.67596,0.22858,3.18573
0.67627,0.22919,3.19122
0.67535,0.2301,3.19
0.67413,0.22949,3.19702
0.67413,0.22888,3.20099
0.67413,0.22949,3.20984
0.67261,0.23071,3.21289
0.67291,0.2298,3.21442
0.6723,0.23102,3.2196
0.67108,0.23071,3.22144
0.67108,0.2301,3.22479
0.67047,0.23102,3.22571
0.67017,0.23132,3.22235
0.66986,0.23102,3.22327
0.66895,0.23132,3.21869
0.66833,0.23102,3.21075
0.66833,0.23132,3.21899
0.66711,0.23193,3.22052
0.66711,0.23193,3.22266
0.66711,0.23132,3.22296
0.6665,0.23132,3.22632
0.66559,0.23163,3.22662
0.66559,0.23224,3.22998
0.66498,0.23102,3.23486
0.66376,0.23102,3.23334
0.66406,0.23224,3.2373
0.66315,0.23285,3.24097
0.66284,0.23224,3.25073
0.66223,0.23285,3.25195
0.66071,0.23163,3.2547
0.66071,0.23163,3.25836
0.65979,0.23315,3.25745
0.6601,0.23224,3.25592
0.65887,0.23254,3.25592
0.65918,0.23254,3.2608
0.65826,0.23285,3.26111
0.65765,0.23285,3.26324
0.65765,0.23346,3.26141
0.65674,0.23315,3.26019
0.65613,0.23254,3.26019
0.65582,0.23407,3.25531
0.65552,0.23468,3.25684
0.65491,0.23376,3.25775
0.65491,0.23468,3.26233
0.6543,0.23376,3.25836
0.65338,0.23315,3.26599
0.65308,0.23407,3.26782
0.65277,0.23438,3.27087
0.65094,0.23407,3.27148
0.65125,0.23376,3.27179
0.65033,0.23438,3.27454
0.65033,0.23438,3.27423
0.64972,0.23499,3.28552
0.64941,0.23499,3.28094
0.6485,0.23499,3.28247
0.64941,0.23529,3.28583
0.64758,0.2356,3.2959
0.64728,0.2356,3.29834
0.64697,0.23499,3.3017
0.64728,0.23529,3.30566
0.64575,0.2359,3.30963
0.64545,0.2359,3.30444
0.64514,0.23468,3.30322
0.64453,0.23529,3.31024
0.64392,0.23468,3.30688
0.64362,0.23499,3.30231
0.64331,0.23529,3.30353
0.6427,0.23621,3.30902
0.64209,0.2356,3.30505
0.64178,0.2359,3.3078
0.64087,0.23621,3.31085
0.63995,0.2356,3.31024
0.63995,0.2359,3.31146
0.63904,0.23651,3.3197
0.63904,0.23651,3.3136
0.63843,0.23682,3.31421
0.63782,0.2356,3.31329
0.63721,0.23712,3.31696
0.6369,0.2359,3.30841
0.63629,0.23651,3.31268
0.63629,0.23651,3.31757
0.63507,0.23651,3.31848
0.63507,0.23682,3.3136
0.63385,0.23621,3.31848
0.63354,0.23529,3.3252
0.63324,0.23773,3.32947
0.63324,0.23499,3.33069
0.63232,0.23621,3.33374
0.63232,0.23621,3.3429
0.63171,0.23621,3.34564
0.6311,0.23529,3.3432
0.63049,0.2359,3.34778
0.62958,0.23499,3.349
0.62866,0.2356,3.34991
0.62897,0.23529,3.33984
0.62836,0.2356,3.34473
0.62805,0.23407,3.34381
0.62775,0.23315,3.33588
0.62683,0.23468,3.33374
0.62622,0.23407,3.33282
0.62622,0.23254,3.33191
0.62531,0.23346,3.33282
0.62439,0.23132,3.32977
0.62439,0.23254,3.33313
0.62378,0.23132,3.33313
0.62347,0.23132,3.32184
0.62195,0.2301,3.32703
0.62317,0.23041,3.32916
0.62195,0.2298,3.32886
0.62134,0.22919,3.33679
0.62134,0.22766,3.33954
0.62073,0.22858,3.34259
0.62042,0.22766,3.34015
0.62042,0.22644,3.33923
0.6192,0.22583,3.33588
0.61798,0.22552,3.33405
0.61798,0.22583,3.33313
0.61737,0.2243,3.33496
0.61768,0.22461,3.33038
0.61646,0.22247,3.32245
0.61615,0.22095,3.3139
0.61493,0.22064,3.31207
0.61462,0.21973,3.31116
0.61432,0.21881,3.30536
0.61371,0.2182,3.30078
0.61432,0.21637,3.29742
0.6131,0.21606,3.29651
0.61188,0.21454,3.29193
0.61005,0.20874,3.27545
0.60883,0.2063,3.2663
0.60883,0.20538,3.2608
0.60852,0.20416,3.25684
0.60822,0.20264,3.25073
0.60791,0.19958,3.24188
0.60669,0.2002,3.23425
0.60669,0.19623,3.22296
0.60608,0.19623,3.21655
0.60516,0.19348,3.21411
0.60547,0.19226,3.2074
0.60486,0.18982,3.19794
0.60333,0.1889,3.18512
0.60333,0.18524,3.17902
