E,I,j
V,uA,uA cm-2
0.67374,1.2253,3.18425155925156
0.67368,1.5153,3.93788981288981
0.67207,1.6119,4.18892931392931
0.67078,1.6119,4.18892931392931
0.67007,1.4508,3.77027027027027
0.66936,1.1931,3.10057172557173
0.66717,2.1918,5.69594594594595
0.66781,1.8052,4.69126819126819
0.66633,1.7086,4.44022869022869
0.66588,1.6119,4.18892931392931
0.66472,1.0964,2.84927234927235
0.66382,1.8374,4.77494802494803
0.66266,1.3864,3.6029106029106
0.66156,1.2897,3.35161122661123
0.6613,1.9663,5.10992723492723
0.66053,1.9341,5.0262474012474
0.65905,1.8374,4.77494802494803
0.65815,1.1609,3.01689189189189
0.6577,1.7408,4.52390852390852
0.65634,1.6441,4.27260914760915
0.6557,1.5153,3.93788981288981
0.65415,1.322,3.43555093555094
0.65415,1.483,3.8539501039501
0.65286,1.1287,2.93321205821206
0.6517,1.6763,4.35628898128898
0.65022,1.322,3.43555093555094
0.6497,0.4521,1.17489604989605
0.64919,1.4186,3.68659043659044
0.64803,1.1931,3.10057172557173
0.64693,1.5797,4.10524948024948
0.64648,1.773,4.60758835758836
0.64506,1.2575,3.26793139293139
0.64519,1.5153,3.93788981288981
0.64365,1.0642,2.76559251559252
0.64326,1.5797,4.10524948024948
0.64171,0.74205,1.92840436590437
0.641,1.5475,4.02156964656965
0.6403,1.3864,3.6029106029106
0.6392,1.5797,4.10524948024948
0.63804,1.3864,3.6029106029106
0.63694,0.90314,2.34703742203742
0.63585,1.6441,4.27260914760915
0.63553,1.2253,3.18425155925156
0.63392,0.70983,1.84467255717256
0.63353,1.2253,3.18425155925156
0.63243,1.7086,4.44022869022869
0.63166,0.90314,2.34703742203742
0.63134,1.7086,4.44022869022869
0.62973,1.3864,3.6029106029106
0.62895,1.6119,4.18892931392931
0.62799,1.7086,4.44022869022869
0.62696,1.1287,2.93321205821206
0.62631,1.3542,3.51923076923077
0.62522,0.8387,2.1795738045738
0.62438,1.0642,2.76559251559252
0.62328,1.1287,2.93321205821206
0.62161,0.80648,2.095841995842
0.62167,1.1609,3.01689189189189
0.62083,0.80648,2.095841995842
0.61967,0.70983,1.84467255717256
0.61826,1.032,2.68191268191268
0.61735,1.3542,3.51923076923077
0.61716,0.67762,1.76096673596674
0.616,0.70983,1.84467255717256
0.61458,1.1287,2.93321205821206
0.61445,1.2897,3.35161122661123
0.61368,1.1931,3.10057172557173
0.61213,1.483,3.8539501039501
0.61181,1.773,4.60758835758836
0.61026,0.87092,2.26330561330561
0.60968,2.0952,5.44490644490645
0.60846,0.67762,1.76096673596674
0.6073,0.99979,2.59820686070686
0.60659,1.2897,3.35161122661123
0.6064,1.1287,2.93321205821206
0.60466,0.90314,2.34703742203742
0.60453,1.4508,3.77027027027027
0.60311,0.90314,2.34703742203742
0.60234,0.74205,1.92840436590437
0.6006,0.38766,1.00743243243243
0.60073,1.322,3.43555093555094
0.59937,0.96757,2.51447505197505
0.59841,0.93535,2.43074324324324
0.59705,0.8387,2.1795738045738
0.59647,0.25879,0.672531185031185
0.59622,1.6763,4.35628898128898
0.59505,1.1609,3.01689189189189
0.59467,1.1931,3.10057172557173
0.59319,1.6119,4.18892931392931
0.59241,1.0642,2.76559251559252
0.59125,1.1931,3.10057172557173
0.59003,1.2253,3.18425155925156
0.58951,0.93535,2.43074324324324
0.58816,1.2253,3.18425155925156
0.58687,0.41988,1.09116424116424
0.58687,1.2897,3.35161122661123
0.58577,0.87092,2.26330561330561
0.58461,0.99979,2.59820686070686
0.58345,0.93535,2.43074324324324
0.58275,0.8387,2.1795738045738
0.5821,1.1287,2.93321205821206
0.58055,1.032,2.68191268191268
0.57997,0.77427,2.01213617463617
0.57965,1.322,3.43555093555094
0.57888,1.4186,3.68659043659044
0.57798,1.0964,2.84927234927235
0.57637,0.77427,2.01213617463617
0.5754,1.1287,2.93321205821206
0.5743,0.77427,2.01213617463617
0.57301,0.90314,2.34703742203742
0.57237,1.3542,3.51923076923077
0.57205,1.5797,4.10524948024948
0.57031,0.54875,1.42606548856549
0.56883,0.74205,1.92840436590437
0.56908,0.70983,1.84467255717256
0.56818,1.6119,4.18892931392931
0.56799,1.3864,3.6029106029106
0.56522,0.61318,1.59350311850312
0.56509,1.4508,3.77027027027027
0.56496,1.1287,2.93321205821206
0.56315,0.0010563,0.00274506237006237
0.56315,1.032,2.68191268191268
0.56122,0.87092,2.26330561330561
0.5598,0.77427,2.01213617463617
0.55929,0.74205,1.92840436590437
0.55864,0.61318,1.59350311850312
0.55793,1.4508,3.77027027027027
0.55735,1.5153,3.93788981288981
0.55549,0.93535,2.43074324324324
0.55542,1.1287,2.93321205821206
0.55349,0.96757,2.51447505197505
0.55297,0.51653,1.34233367983368
0.55252,0.90314,2.34703742203742
0.55104,0.77427,2.01213617463617
0.55123,1.1609,3.01689189189189
0.5493,0.35544,0.923700623700624
0.54885,0.67762,1.76096673596674
0.54801,0.80648,2.095841995842
0.54653,0.16214,0.421361746361746
0.54666,0.90314,2.34703742203742
0.54588,1.322,3.43555093555094
0.54466,0.8387,2.1795738045738
0.54395,0.67762,1.76096673596674
0.5426,1.2897,3.35161122661123
0.54195,1.7086,4.44022869022869
0.54041,0.80648,2.095841995842
0.53963,1.4508,3.77027027027027
0.54137,1.032,2.68191268191268
0.53751,0.74205,1.92840436590437
0.5366,1.1931,3.10057172557173
0.53583,0.48431,1.25860187110187
0.53512,0.16214,0.421361746361746
0.53415,1.2897,3.35161122661123
0.53248,-0.063378,-0.164703742203742
0.53261,1.5475,4.02156964656965
0.531,1.1287,2.93321205821206
0.52971,0.70983,1.84467255717256
0.52971,0.8387,2.1795738045738
0.52835,-0.063378,-0.164703742203742
0.52745,0.4521,1.17489604989605
0.52655,0.87092,2.26330561330561
0.52655,0.32323,0.839994802494803
0.52526,-0.031161,-0.0809797297297297
0.52391,1.4508,3.77027027027027
0.52326,1.1609,3.01689189189189
0.52236,0.90314,2.34703742203742
0.52114,0.12992,0.337629937629938
0.5203,0.77427,2.01213617463617
0.5192,0.80648,2.095841995842
0.51804,0.097708,0.253918918918919
0.51733,0.8387,2.1795738045738
0.51688,0.70983,1.84467255717256
0.51579,1.4186,3.68659043659044
0.51495,0.25879,0.672531185031185
0.51353,0.77427,2.01213617463617
0.5136,1.2253,3.18425155925156
0.51173,1.483,3.8539501039501
0.51128,1.322,3.43555093555094
0.51057,0.48431,1.25860187110187
0.50851,0.12992,0.337629937629938
0.50825,0.70983,1.84467255717256
0.50715,0.61318,1.59350311850312
0.50638,0.41988,1.09116424116424
0.50606,0.6454,1.67723492723493
0.50425,0.67762,1.76096673596674
0.50419,2.0307,5.2772869022869
0.50277,0.097708,0.253918918918919
0.50161,0.097708,0.253918918918919
0.50148,0.96757,2.51447505197505
0.49968,0.6454,1.67723492723493
0.49948,0.54875,1.42606548856549
0.49774,-0.063378,-0.164703742203742
0.49626,0.41988,1.09116424116424
0.49652,0.70983,1.84467255717256
0.49478,-0.095595,-0.248427754677755
0.49465,0.6454,1.67723492723493
0.49336,-0.35333,-0.918217255717256
0.49214,0.58096,1.50977130977131
0.49188,0.12992,0.337629937629938
0.49085,-0.16003,-0.415878378378378
0.49007,0.70983,1.84467255717256
0.48898,0.29101,0.756262993762994
0.48853,-0.031161,-0.0809797297297297
0.48679,0.22658,0.588825363825364
0.48595,0.0010563,0.00274506237006237
0.4855,0.4521,1.17489604989605
0.48473,0.58096,1.50977130977131
0.48324,-0.063378,-0.164703742203742
0.48228,0.80648,2.095841995842
0.48144,0.58096,1.50977130977131
0.48041,1.2253,3.18425155925156
0.48041,0.70983,1.84467255717256
0.47796,0.67762,1.76096673596674
0.47867,0.48431,1.25860187110187
0.47654,-0.32111,-0.834485446985447
0.4757,0.6454,1.67723492723493
0.47551,0.32323,0.839994802494803
0.47422,0.0010563,0.00274506237006237
0.47332,0.0010563,0.00274506237006237
0.47222,0.22658,0.588825363825364
0.47164,0.77427,2.01213617463617
0.47061,-0.38555,-1.00194906444906
0.46868,-0.12781,-0.33214656964657
0.46887,-0.063378,-0.164703742203742
0.46952,0.93535,2.43074324324324
0.46726,0.29101,0.756262993762994
0.46655,0.93535,2.43074324324324
0.46533,0.74205,1.92840436590437
0.46365,0.41988,1.09116424116424
0.46307,0.54875,1.42606548856549
0.46185,0.38766,1.00743243243243
0.46204,0.80648,2.095841995842
0.45966,0.32323,0.839994802494803
0.45933,0.19436,0.505093555093555
0.45837,-0.16003,-0.415878378378378
0.45772,-0.25668,-0.667047817047817
0.45695,-0.095595,-0.248427754677755
0.45605,0.25879,0.672531185031185
0.45437,-0.22446,-0.583316008316008
0.45444,0.54875,1.42606548856549
0.45289,0.29101,0.756262993762994
0.45289,0.35544,0.923700623700624
0.45134,0.19436,0.505093555093555
0.45063,0.12992,0.337629937629938
0.44973,0.74205,1.92840436590437
0.44922,0.4521,1.17489604989605
0.4478,0.77427,2.01213617463617
0.44619,-0.64329,-1.67175155925156
0.44612,0.6454,1.67723492723493
0.4449,0.77427,2.01213617463617
0.44361,-0.063378,-0.164703742203742
0.44335,-0.095595,-0.248427754677755
0.44193,0.065491,0.170194906444906
0.4409,-0.44998,-1.16938669438669
0.44045,0.4521,1.17489604989605
0.43826,-0.51442,-1.33685031185031
0.438,-0.41777,-1.08568087318087
0.43749,0.12992,0.337629937629938
0.43639,-1.5454,-4.01611226611227
0.43575,0.87092,2.26330561330561
0.4351,0.0010563,0.00274506237006237
0.43433,0.61318,1.59350311850312
0.43298,0.70983,1.84467255717256
0.43143,0.12992,0.337629937629938
0.43136,0.99979,2.59820686070686
0.43053,-0.063378,-0.164703742203742
0.4295,-1.1588,-3.01143451143451
0.42782,-0.063378,-0.164703742203742
0.42756,0.54875,1.42606548856549
0.42589,0.32323,0.839994802494803
0.42511,-0.44998,-1.16938669438669
0.42447,0.41988,1.09116424116424
0.42344,0.033273,0.0864682952182952
0.42254,-0.4822,-1.2531185031185
0.42183,0.51653,1.34233367983368
0.42105,0.35544,0.923700623700624
0.41976,-0.063378,-0.164703742203742
0.41854,-0.031161,-0.0809797297297297
0.4179,-0.25668,-0.667047817047817
0.41738,0.38766,1.00743243243243
0.4159,-0.16003,-0.415878378378378
0.4159,0.065491,0.170194906444906
0.41512,0.8387,2.1795738045738
0.41313,0.12992,0.337629937629938
0.41274,0.097708,0.253918918918919
0.41222,0.4521,1.17489604989605
0.41081,0.12992,0.337629937629938
0.40939,0.12992,0.337629937629938
0.40952,0.16214,0.421361746361746
0.40823,0.70983,1.84467255717256
0.40668,-0.2889,-0.750779625779626
0.40572,-0.70772,-1.83918918918919
0.40539,-0.12781,-0.33214656964657
0.40449,0.61318,1.59350311850312
0.40294,-0.35333,-0.918217255717256
0.40243,0.19436,0.505093555093555
0.4014,0.12992,0.337629937629938
0.40114,0.54875,1.42606548856549
0.39959,0.0010563,0.00274506237006237
0.39818,0.25879,0.672531185031185
0.39785,0.74205,1.92840436590437
0.39734,0.16214,0.421361746361746
0.39598,0.16214,0.421361746361746
0.3945,-0.22446,-0.583316008316008
0.39379,-0.19225,-0.499610187110187
0.39289,0.35544,0.923700623700624
0.39244,-2.2219,-5.7741683991684
0.39141,0.097708,0.253918918918919
0.39038,0.29101,0.756262993762994
0.38954,0.033273,0.0864682952182952
0.38896,0.32323,0.839994802494803
0.3878,-0.83659,-2.17409043659044
0.38709,0.29101,0.756262993762994
0.38574,0.22658,0.588825363825364
0.38477,-0.2889,-0.750779625779626
0.38406,0.097708,0.253918918918919
0.38297,-0.22446,-0.583316008316008
0.38232,-0.16003,-0.415878378378378
0.38136,0.51653,1.34233367983368
0.3802,-0.25668,-0.667047817047817
0.37974,0.25879,0.672531185031185
0.37891,0.19436,0.505093555093555
0.3782,0.12992,0.337629937629938
0.37723,0.58096,1.50977130977131
0.37614,-0.4822,-1.2531185031185
0.37498,-0.38555,-1.00194906444906
0.37362,0.097708,0.253918918918919
0.37253,0.32323,0.839994802494803
0.37233,0.41988,1.09116424116424
0.37053,-0.2889,-0.750779625779626
0.37046,0.74205,1.92840436590437
0.36872,0.097708,0.253918918918919
0.36885,0.77427,2.01213617463617
0.36737,0.38766,1.00743243243243
0.36602,0.51653,1.34233367983368
0.36557,0.38766,1.00743243243243
0.36486,0.29101,0.756262993762994
0.36318,-0.095595,-0.248427754677755
0.36267,0.097708,0.253918918918919
0.36189,0.35544,0.923700623700624
0.36138,0.065491,0.170194906444906
0.36002,-0.35333,-0.918217255717256
0.35944,0.54875,1.42606548856549
0.3579,0.033273,0.0864682952182952
0.35712,0.41988,1.09116424116424
0.35674,1.3542,3.51923076923077
0.355,-0.25668,-0.667047817047817
0.35442,0.38766,1.00743243243243
0.35352,0.41988,1.09116424116424
0.35248,-0.70772,-1.83918918918919
0.35171,-0.54663,-1.42055613305613
0.35074,0.32323,0.839994802494803
0.34997,0.097708,0.253918918918919
0.34875,0.22658,0.588825363825364
0.34662,-0.063378,-0.164703742203742
0.34714,-0.38555,-1.00194906444906
0.34565,-0.031161,-0.0809797297297297
0.34546,-0.57885,-1.50428794178794
0.34449,-0.095595,-0.248427754677755
0.34327,-0.25668,-0.667047817047817
0.34211,-0.22446,-0.583316008316008
0.34114,-0.41777,-1.08568087318087
0.34121,-0.38555,-1.00194906444906
0.33908,0.58096,1.50977130977131
0.33818,-1.1265,-2.9274948024948
0.33876,0.16214,0.421361746361746
0.33786,-0.35333,-0.918217255717256
0.33618,0.033273,0.0864682952182952
0.33579,0.58096,1.50977130977131
0.33386,-1.0621,-2.76013513513514
0.33347,-0.095595,-0.248427754677755
0.33251,0.22658,0.588825363825364
0.33057,-0.25668,-0.667047817047817
0.3307,0.35544,0.923700623700624
0.33006,0.12992,0.337629937629938
0.32948,0.70983,1.84467255717256
0.32812,0.25879,0.672531185031185
0.32626,-0.095595,-0.248427754677755
0.32664,0.38766,1.00743243243243
0.32522,0.065491,0.170194906444906
0.32464,-0.031161,-0.0809797297297297
0.32297,-0.90102,-2.34152806652807
0.32123,-0.35333,-0.918217255717256
0.32149,0.41988,1.09116424116424
0.32,-0.80437,-2.09035862785863
0.31975,0.38766,1.00743243243243
0.31884,-0.19225,-0.499610187110187
0.31685,0.033273,0.0864682952182952
0.31691,0.61318,1.59350311850312
0.31524,-0.51442,-1.33685031185031
0.31504,-0.12781,-0.33214656964657
0.31491,-0.38555,-1.00194906444906
0.31298,0.16214,0.421361746361746
0.31227,-0.25668,-0.667047817047817
0.31118,0.097708,0.253918918918919
0.31021,-0.095595,-0.248427754677755
0.30937,-0.2889,-0.750779625779626
0.30789,0.19436,0.505093555093555
0.3075,-0.32111,-0.834485446985447
0.30621,-0.54663,-1.42055613305613
0.3057,-0.095595,-0.248427754677755
0.3046,0.16214,0.421361746361746
0.30312,-0.25668,-0.667047817047817
0.30331,0.16214,0.421361746361746
0.30241,-0.063378,-0.164703742203742
0.3017,0.033273,0.0864682952182952
0.30093,-0.41777,-1.08568087318087
0.2988,-1.3521,-3.51377338877339
0.2979,0.29101,0.756262993762994
0.29738,0.32323,0.839994802494803
0.29693,-0.83659,-2.17409043659044
0.29577,-0.25668,-0.667047817047817
0.2939,-0.96546,-2.50899168399168
0.29378,-0.57885,-1.50428794178794
0.29281,0.16214,0.421361746361746
0.29204,-0.32111,-0.834485446985447
0.29094,0.4521,1.17489604989605
0.28959,0.99979,2.59820686070686
0.28875,-0.22446,-0.583316008316008
0.28843,0.12992,0.337629937629938
0.2872,-0.12781,-0.33214656964657
0.28636,-0.063378,-0.164703742203742
0.28501,-0.16003,-0.415878378378378
0.28501,0.22658,0.588825363825364
0.28398,0.77427,2.01213617463617
0.28353,0.0010563,0.00274506237006237
0.28185,-0.57885,-1.50428794178794
0.28076,-0.4822,-1.2531185031185
0.27921,0.22658,0.588825363825364
0.27934,-0.12781,-0.33214656964657
0.27799,0.033273,0.0864682952182952
0.27734,0.38766,1.00743243243243
0.27638,0.19436,0.505093555093555
0.27528,0.38766,1.00743243243243
0.27502,0.0010563,0.00274506237006237
0.27277,-0.25668,-0.667047817047817
0.27296,0.19436,0.505093555093555
0.27206,0.70983,1.84467255717256
0.27096,0.19436,0.505093555093555
0.26948,-0.44998,-1.16938669438669
0.26819,-0.35333,-0.918217255717256
0.26774,-0.063378,-0.164703742203742
0.26677,-0.32111,-0.834485446985447
0.26613,0.0010563,0.00274506237006237
0.26497,-0.38555,-1.00194906444906
0.26413,0.12992,0.337629937629938
0.26362,0.25879,0.672531185031185
0.26188,-0.4822,-1.2531185031185
0.2611,-0.22446,-0.583316008316008
0.26014,-0.54663,-1.42055613305613
0.2593,-0.61107,-1.58801975051975
0.25827,-0.70772,-1.83918918918919
0.25756,-0.38555,-1.00194906444906
0.25678,0.12992,0.337629937629938
0.25582,0.065491,0.170194906444906
0.25453,-0.44998,-1.16938669438669
0.25401,-0.16003,-0.415878378378378
0.2535,0.25879,0.672531185031185
0.25156,-0.57885,-1.50428794178794
0.25008,0.22658,0.588825363825364
0.24976,-0.38555,-1.00194906444906
0.24912,-0.57885,-1.50428794178794
0.24912,-0.22446,-0.583316008316008
0.24789,0.16214,0.421361746361746
0.24731,-0.12781,-0.33214656964657
0.2457,-0.095595,-0.248427754677755
0.24531,0.19436,0.505093555093555
0.24428,-0.44998,-1.16938669438669
0.24357,1.1609,3.01689189189189
0.2419,-0.4822,-1.2531185031185
0.24087,0.25879,0.672531185031185
0.24022,-0.063378,-0.164703742203742
0.239,-0.12781,-0.33214656964657
0.23797,-0.22446,-0.583316008316008
0.23835,0.51653,1.34233367983368
0.2361,0.22658,0.588825363825364
0.23545,0.097708,0.253918918918919
0.2341,-0.80437,-2.09035862785863
0.23416,0.16214,0.421361746361746
0.23255,0.32323,0.839994802494803
0.23146,-0.38555,-1.00194906444906
0.23178,0.097708,0.253918918918919
0.23055,0.097708,0.253918918918919
0.22856,-0.90102,-2.34152806652807
0.22733,-0.73994,-1.922920997921
0.2274,-0.57885,-1.50428794178794
0.22656,0.16214,0.421361746361746
0.22533,-0.41777,-1.08568087318087
0.22443,-0.4822,-1.2531185031185
0.22385,-0.22446,-0.583316008316008
0.22366,-0.6755,-1.75545738045738
0.22243,-0.16003,-0.415878378378378
0.22127,-0.12781,-0.33214656964657
0.22044,0.12992,0.337629937629938
0.21902,-0.095595,-0.248427754677755
0.21863,0.033273,0.0864682952182952
0.21767,-0.41777,-1.08568087318087
0.21612,-0.031161,-0.0809797297297297
0.21547,0.19436,0.505093555093555
0.21502,0.93535,2.43074324324324
0.21322,-1.1265,-2.9274948024948
0.21283,-0.25668,-0.667047817047817
0.21199,-0.35333,-0.918217255717256
0.21051,-0.25668,-0.667047817047817
0.20993,0.065491,0.170194906444906
0.20942,0.097708,0.253918918918919
0.20787,-0.6755,-1.75545738045738
0.20768,0.25879,0.672531185031185
0.206,-0.80437,-2.09035862785863
0.20529,-0.19225,-0.499610187110187
0.20413,-1.6742,-4.3508316008316
0.2031,-0.61107,-1.58801975051975
0.20271,0.32323,0.839994802494803
0.20188,-0.73994,-1.922920997921
0.20143,-0.64329,-1.67175155925156
0.1982,-0.61107,-1.58801975051975
0.1984,-0.41777,-1.08568087318087
0.19769,0.38766,1.00743243243243
0.19633,-0.51442,-1.33685031185031
0.1964,-0.19225,-0.499610187110187
0.19453,0.097708,0.253918918918919
0.19356,-0.80437,-2.09035862785863
0.19285,-0.64329,-1.67175155925156
0.19227,-0.031161,-0.0809797297297297
0.19157,0.16214,0.421361746361746
0.19066,-0.22446,-0.583316008316008
0.18957,-0.44998,-1.16938669438669
0.18867,0.0010563,0.00274506237006237
0.1877,-0.063378,-0.164703742203742
0.18686,-0.51442,-1.33685031185031
0.18686,-0.51442,-1.33685031185031
0.18544,-0.095595,-0.248427754677755
0.18499,0.16214,0.421361746361746
0.18312,-0.32111,-0.834485446985447
0.18345,0.54875,1.42606548856549
0.18254,-1.0299,-2.6764553014553
0.18048,0.065491,0.170194906444906
0.18029,0.065491,0.170194906444906
0.1779,-0.77215,-2.00662681912682
0.1779,0.065491,0.170194906444906
0.17636,-0.38555,-1.00194906444906
0.17558,0.033273,0.0864682952182952
0.17475,-0.70772,-1.83918918918919
0.17307,-0.32111,-0.834485446985447
0.17262,-0.12781,-0.33214656964657
0.17249,0.32323,0.839994802494803
0.17101,0.033273,0.0864682952182952
0.17043,0.19436,0.505093555093555
0.16914,-0.22446,-0.583316008316008
0.16824,0.12992,0.337629937629938
0.16746,0.25879,0.672531185031185
0.16617,-0.35333,-0.918217255717256
0.16598,0.065491,0.170194906444906
0.16463,0.065491,0.170194906444906
0.16469,0.35544,0.923700623700624
0.16218,-0.83659,-2.17409043659044
0.16192,-0.51442,-1.33685031185031
0.16121,0.033273,0.0864682952182952
0.16044,0.19436,0.505093555093555
0.15934,0.065491,0.170194906444906
0.1578,-0.35333,-0.918217255717256
0.15754,-0.19225,-0.499610187110187
0.15696,0.22658,0.588825363825364
0.15561,-0.22446,-0.583316008316008
0.15548,0.0010563,0.00274506237006237
0.15393,0.16214,0.421361746361746
0.15225,0.0010563,0.00274506237006237
0.15225,-0.38555,-1.00194906444906
0.15045,-0.90102,-2.34152806652807
0.15039,-0.41777,-1.08568087318087
0.14858,-0.25668,-0.667047817047817
0.148,-0.51442,-1.33685031185031
0.14749,-0.61107,-1.58801975051975
0.14581,-0.063378,-0.164703742203742
0.14497,0.12992,0.337629937629938
0.14439,-0.22446,-0.583316008316008
0.14381,-0.6755,-1.75545738045738
0.14297,-0.19225,-0.499610187110187
0.14181,-0.73994,-1.922920997921
0.14085,-0.51442,-1.33685031185031
0.14007,-0.38555,-1.00194906444906
0.13924,0.16214,0.421361746361746
0.13821,0.033273,0.0864682952182952
0.13711,-0.51442,-1.33685031185031
0.13672,0.097708,0.253918918918919
0.13524,-0.095595,-0.248427754677755
0.1346,0.097708,0.253918918918919
0.13318,-0.25668,-0.667047817047817
0.13234,0.12992,0.337629937629938
0.13137,-0.25668,-0.667047817047817
0.13067,-0.61107,-1.58801975051975
0.13002,-0.031161,-0.0809797297297297
0.12938,0.0010563,0.00274506237006237
0.12796,-0.83659,-2.17409043659044
0.12841,0.065491,0.170194906444906
0.12615,-0.031161,-0.0809797297297297
0.12474,-0.063378,-0.164703742203742
0.12422,-0.38555,-1.00194906444906
0.12325,-0.70772,-1.83918918918919
0.12177,0.097708,0.253918918918919
0.12087,-0.19225,-0.499610187110187
0.121,-0.44998,-1.16938669438669
0.12035,0.29101,0.756262993762994
0.1181,-0.35333,-0.918217255717256
0.11778,-0.77215,-2.00662681912682
0.11726,-0.86881,-2.25782224532225
0.11533,-0.57885,-1.50428794178794
0.11468,-0.2889,-0.750779625779626
0.11423,-0.70772,-1.83918918918919
0.11365,-0.16003,-0.415878378378378
0.1123,0.19436,0.505093555093555
0.11172,0.0010563,0.00274506237006237
0.11088,-0.12781,-0.33214656964657
0.10921,0.25879,0.672531185031185
0.1085,-0.61107,-1.58801975051975
0.10759,-0.77215,-2.00662681912682
0.1074,-0.22446,-0.583316008316008
0.10566,-0.25668,-0.667047817047817
0.10411,-0.4822,-1.2531185031185
0.10444,0.097708,0.253918918918919
0.10334,-0.99767,-2.59269750519751
0.10186,-0.41777,-1.08568087318087
0.10173,0.38766,1.00743243243243
0.10102,-0.031161,-0.0809797297297297
0.10012,-0.12781,-0.33214656964657
0.097992,-0.44998,-1.16938669438669
0.097605,0.097708,0.253918918918919
0.097219,0.16214,0.421361746361746
0.095543,-0.57885,-1.50428794178794
0.094577,-0.57885,-1.50428794178794
0.093868,-0.61107,-1.58801975051975
0.092772,-0.35333,-0.918217255717256
0.092192,-0.32111,-0.834485446985447
0.090259,-0.77215,-2.00662681912682
0.090774,0.22658,0.588825363825364
0.089099,-0.095595,-0.248427754677755
0.088519,0.74205,1.92840436590437
0.087359,-0.4822,-1.2531185031185
0.086134,-0.61107,-1.58801975051975
0.085103,0.033273,0.0864682952182952
0.084652,-0.4822,-1.2531185031185
0.08317,-0.4822,-1.2531185031185
0.083105,-0.25668,-0.667047817047817
0.082525,-0.35333,-0.918217255717256
0.080528,-0.031161,-0.0809797297297297
0.079948,-0.32111,-0.834485446985447
0.079045,-0.44998,-1.16938669438669
0.078401,-0.35333,-0.918217255717256
0.07679,-0.93324,-2.42525987525988
0.077177,0.19436,0.505093555093555
0.074792,-0.4822,-1.2531185031185
0.074405,-0.64329,-1.67175155925156
0.074212,-0.25668,-0.667047817047817
